name	nickname	categorization	alias	PrimeBloomPeriod	description	distributions	png
蟛蜞菊	黄花蟛蜞草、黄花墨菜、黄花龙舌草、田黄菊、卤地菊、南美蟛蜞菊、地锦花、穿地龙	多年生草本花卉	植物界 被子植物门 双子叶植物纲 桔梗目 菊科 蟛蜞菊属	夏季	蟛蜞菊（学名：Wedelia chinensis）为菊科蟛蜞菊属的植物。蟛蜞菊又叫黄花蟛蜞草、黄花墨菜、黄花龙舌草、田黄菊、卤地菊，属于菊科蟛蜞菊属植物蟛蜞菊，以全草入药。夏秋采收，洗净，鲜用或晒干。	蟛蜞菊分布于日本、印度尼西亚、印度、菲律宾、中南半岛以及中国大陆的东北、南部等地，多生长在沟边、路旁、田边或湿润草地上，目前尚未由人工引种栽培。国内分布：东北、南部、广东、广西、福建等地。由最初的绿化引进开始，现广泛分布于我国华南地区及沿海部分地区。	58c0177d5376d_140_120.jpg
大雪素	元旦、大素心	兰科花卉	植物界 被子植物门 单子叶植物纲 兰目 兰科 莲瓣兰属	冬季	大雪素，俗称大素心，亦叫元旦，属地生兰类，常见的有五、六个变异品种，均系园艺栽培变种，已有数百年的栽培历史，原产于云南的部分地区，由于花形结构几乎一样，所以习惯上把大雪素和元旦兰视为同种，但叶形上看，有明显区别，仍存在出现各类变异的可能。所以，广大爱好者在大雪素的搜集、繁殖、交易等各环节中应当有心、睁大眼睛去发现，细致耐心去选育，满腔热忱去推广，敢做发掘者，争当宣传家。这样，也才能使大雪素品系不断丰富，长盛不衰。	《南中幽芳录》对大雪素的明确记载，表明它已有590年以上引种历史。在这漫长的年代里，大雪素一是可能为滇西不同地方民众先后引种于不同的自然变异植株。舌水渍印、桃腮挺得较于净的巍山大素引种较早，驯化时间较长，显得更熟化。舌水渍印、桃腮较重的石鼓大素和化龙大素引种较晚，驯化时间较短，熟化程度不如前者。既然引种有早、晚，来源于同一自然变异植株的可能性就非常小。相反，选育于数丛瞩“下山草”的可能性却很大，经长期园艺栽培，育成的自然是多个不同的品种。二是大雪素也有可能来源于同一撮自然变异植株，但在引种早期就分植于不同地方了，由于综合驯化条件的不同，使大雪素的叶、花都产生了差异，而且这种差异经数百年的积累已到了足以辨别的程度，以至于从生物学角度看，也可以把它们认定为不同品种了。云南滇西用黑陶罐、腐质土艺兰历史悠久。可以说，大雪素正是这一特色种植法驯化、栽培而来的“滇兰明珠”！然而，同为传统法艺兰，不同地方又不尽相同。巍山罐浅，敞口。剑川罐腰鼓形，最粗处在上部。洱源罐员亦腰鼓形，最粗处却在中部。巍山、下关等地用山基土，洱源用叶子土。这都会使大雪素在传统栽培法下产生较大变化，日积月累，叶、花差别逐步明显，形成不同品种，即巍山及毗邻种植方法基本相同地区的叶较窄、花白；鹤庆及相近种植方法基本一致地区的叶较肥壮、花绿。在观察大雪素不同品种，分析大雪素品系产生的原因时，还应该学习运用生物学知识，例如有关芽变的概念。若上述各端中，大雪素又都可能产生丰富多彩的芽变。或许，它品系中的一些品种，就是芽变育成的。	5720c1c97a5b0_140_120.jpg
喜林芋	绿蔓绒	藤本花卉	植物界 被子植物门 单子叶植物纲 泽泻目 天南星科 喜林芋属	不开花	喜林芋为天南星科喜林芋属的蔓生植物，其叶形奇特多变，气生根纤细密集，姿态婆娑，而且很耐阴，放置在室内，令人仿佛有进入热带雨林之感受，是目前很受人们喜爱的一种较大型的观叶植物。栽培最广泛的有两有名的品种：一种是红宝石喜林芋，它的叶片戟形，暗绿色，有紫红光泽，长20－30厘米，宽10－18厘米；新梢为红色，叶柄紫红，嫩叶的叶鞘为玫瑰红色茎枝粗壮，节上有气生根。另一种为绿宝石喜林芋，形态与前一种相似，但茎和叶柄、嫩梢、叶梢皆为绿色。这一属的植物，常栽培的还有琴叶喜林芋、掌叶喜木芋、蛙叶喜林芋、绒叶喜林芋等，都具有很高的观赏价值。		535dbd43c097d_140_120.jpg
美丽竹芋		草本花卉	植物界 被子植物门 百合纲 姜目 竹芋科 肖竹芋属	春季夏季	美丽竹芋（学名：Calathea veitchiana Hook．）是竹芋科，肖竹芋属多年生草本观叶植物。原产厄瓜多尔、秘鲁等地，是肖竹芋属中与玫瑰竹芋齐名的两种色彩最鲜艳的品种之一。适宜于室内盆栽观赏或做庭园绿化。		597887aa36553_140_120.jpg
韭兰	红花葱兰、韭菜兰、花韭、红菖蒲莲、红菖蒲、假番红花、赛番红花	多年生草本花卉	植物界 被子植物门 双子叶植物纲 百合目 石蒜科 葱莲属	夏季秋季	韭兰是风雨兰里面宽叶的某一类的统称韭兰株高约15－30厘米，成株丛生状。叶片线形，极似韭菜。花茎自叶丛中抽出，花瓣6枚。	韭兰原产热带美洲的墨西哥等地，现中国各地多有栽培。	5a5366343055c_140_120.jpg
千兔耳		多肉多浆植物	植物界    景天科 景天科伽蓝菜属	夏季	千兔耳毛茸茸的毛、半边锯齿状的叶，缺口会再冒出小芽，夏型（冬眠），喜光照、可直晒、耐热（但要通风），适合春、秋。夏天要注意浇水不可过多，也不能太少。适合肥沃、排水性佳的沙土。很会长，可长到30公分左右，日晒不足会徒长。	原产于非洲马达加斯加岛。	554a3dcea64f7_140_120.jpg
虎尾兰	虎皮兰、千岁兰、虎尾掌、锦兰	多年生草本花卉	植物界 被子植物门 单子叶植物纲 百合目 龙舌兰科 虎尾兰属	秋季冬季	虎尾兰（学名：Sansevieria trifasciata Prain），又名虎皮兰，锦兰，千岁兰、虎尾掌、黄尾兰或岳母舌，是百合科虎尾兰属的多年生草本观叶植物。具根状茎，叶基生，肉质线状披针形，硬革质，直立，基部稍呈沟状；暗绿色，两面有浅绿色和深绿相间的横向斑带；总状花序，花白色至淡绿色；浆果直径约7-8毫米。虎尾兰的花期11-12月。虎尾兰品种较多，株形和叶色变化较大，对环境的适应能力强。主要品种有金边虎尾兰、银脉虎尾兰。适合布置装饰书房、客厅、办公场所，可供较长时间观赏。	虎尾兰原产于非洲西部和南部，分布非洲热带和印度，中国各地有栽培。	551f87e18926c_140_120.jpg
洋桔梗	草原龙胆、土耳其桔梗、丽钵花、德州兰铃	多年生草本花卉	植物界 被子植物门 双子叶植物纲 龙胆目 龙胆科 洋桔梗属	春季夏季	洋桔梗，属于龙胆科多年生植物，原生于美国南部至墨西哥之间的石灰岩地带，株高30～100厘米。叶对生，阔椭圆形至披针形，几无柄，叶基略抱茎；叶表蓝绿色。雌雄蕊明显，苞片狭窄披针形，花瓣覆瓦状排列。花色丰富，有单色及复色，花瓣单瓣与双瓣之分。洋桔梗又名草原龙胆，为龙胆科草原龙胆属植物。洋桔梗株态轻盈滞洒，花色典雅明快，花形别致可爱，是目前国际上十分流行的盆花和切花种类之一。洋桔梗是多年生的！也就是说，播种一次后可以年年有花看！它每年开完花剪去主枝后就会在根部发出新芽，每个新芽都会长成一株新的植株，几年后，一棵就会变成一丛！洋桔梗株态轻盈滞洒，花色典雅明快，花形别致可爱，一直到2013年都是国际上十分流行的盆花和切花种类之一。	洋桔梗原产美国内布拉斯加州和得克萨斯州。引种到欧洲和日本通过杂交改良，现已成为一个妖媚动人、异常新奇的花卉。其中荷兰的克·萨欣·扎登（K．SahinZaden）公司和基夫特·布洛迈扎登（KieftBloemzaden）公司为洋桔梗的育种和新品种的推广做了大量工作。至今，洋桔梗的产值达到3360万美元，列切花排名第十位。在欧洲各国的花店和家庭的窗台上到处可见。在日本，世界著名的花卉种子公司坂田公司在洋桔梗育种方面取得了卓越成就。1982年推出重瓣的回音系列和单瓣的海地系列以后，洋桔梗在市场的销售量剧增。年销售量达到1亿支，销售额1．1亿美元，列切花排名第七位。为此，洋桔梗成为切花生产上升速度最快的种类。洋桔梗盆花已在欧洲、日本兴起，发展很快。除上述公司以外，英国的汤普森·摩根公司和以色列的海施蒂尔（Hishtil）公司等都在培育矮生的洋桔梗品种，使洋桔梗的发展前景更广阔。我国还处于引种阶段，没有形成规模生产。洋桔梗别名丽钵花、土耳其桔梗、德州蓝铃，是龙胆科的宿根草本花卉。原产于美国南部至墨西哥之间的石灰岩地带。现代的洋桔梗栽培是在日本兴旺起来的。在21世纪60年代已开始作商业化的栽培，至今日本仍是培育洋桔梗新品种的大本营。由于洋桔梗的花形别致，花色清新娇媚，颇具现代感，能配合逐渐洋化的起居环境而大受人们喜爱，其销售需求在日本、欧洲、美国和我国台湾等地急速上升。	5633a81a1206e_140_120.jpg
余蝴蝶		兰科花卉	植物界 被子植物门 双子叶植物纲  兰科	春季	余蝴蝶抗战前选出，据传为产于中国浙江兰溪。二十世纪五十年代初，由山农余氏采集下山，被日本人收走后，在日本开花，取名“余蝴蝶”。八十年代后返销回中国大陆。余蝴蝶一葶花常开二至三朵，或呈球形菊瓣，或呈重台玉树状。瓣可多达一百有余。内轮、外轮花瓣重重叠叠，偶有蝶化。且花形硕大，香气浓烈。花期长在二十余日，有兰书称其为“无蕊柱多变多瓣奇种”。余蝴蝶每朵花，不尽相同，各呈异彩。余蝴蝶为春兰菊瓣奇花之首，花期为春季。	余蝴蝶在我国主要分布于中国浙江兰溪。	558f6a1c708dc_140_120.jpg
玉牛掌	玉牛角	仙人掌	植物界 被子植物门 单子叶植物纲  萝藦科 玉牛角属	夏季	玉牛掌原产非洲南部，喜温暖干燥和阳光充足环境。不耐寒，怕高温，不耐湿但耐干旱。以肥沃、排水良好的沙壤土为好。冬季温度不低于5℃。玉牛掌植株小巧玲珑，茎肉质状，棱边呈不规则齿状。5～7月从茎干基部开出钟状紫色小花，非常别致。常用于盆栽观赏，适合阳台、窗台和书桌点缀。	玉牛掌原产非洲南部。	542226cbee8b6_140_120.jpg
荷叶铁线蕨	荷叶金钱草、铁丝草、铁线草	蕨类植物	植物界 蕨类植物门 Pteridophyta 蕨纲 Filicopsida 水龙骨目 Polypodiales 凤尾蕨科Pteridaceae, 铁线蕨科 Adiantaceae 铁线蕨属 Adiantum		荷叶铁线蕨 Adiantum nelumboides X. C. Zhang, nom. & stat. nov.又名荷叶金钱草（重庆万州）、铁丝草、铁线草，为铁线蕨科铁线蕨属下的一个中国特有种。多年生蕨类，高5－20cm。根状茎短而直立。叶椭圆肾形，宽2－6cm，上面深绿色，光滑并有1－3个同环纹，下面疏被棕色的长柔毛，叶缘具圆锯齿，长孢子叶的叶片边缘反卷成假囊群盖。孢子囊群长圆形或短线形，生于叶缘。分布于重庆万州，忠县，石柱。生于海拔约205m处温暖、湿润和没有荫蔽的岩石表面的薄土上、石缝或草丛中。铁线蕨属最原始的类型，在亚洲大陆首次发现 ，国家二级保护濒危种。本种原作为肾叶铁线蕨的变种（学名：Adiantum reniforme var. sinense），但最新研究表明，该种与肾叶铁线蕨差别很大，分子钟证据表明，二者分歧时间在4.94百万年左右，为两个独立的物种。	在全世界，荷叶铁线蕨仅断续分布在东起万州区、西至石柱县西沱区沿江近100千米长，向两岸纵深3～5千米的狭长地带内，海拔高度局限于80～430米之间，但在海拔170～250米之间较为集中。万州新乡、小论山和杉树坪一带是荷叶铁线蕨的集中分布区，面积约25平方千米；大多数分布点位于河沟边西南坡向的崖壁或灌丛中，荷叶铁线蕨是三峡库区特产植物。	5bc1fbecee772_140_120.png
绿绒蒿	绿绒	多年生草本花卉	植物界 被子植物门 双子叶植物纲 罂粟目 罂粟科 绿绒蒿属	夏季	绿绒蒿一年或多年生草本，具黄色液汁。一种产西欧，其余48种均分布于中国-喜马拉雅地区，但最原始种在华中。中国有38种，集中分布于西南部，其中仅云南就占17种，多集中分布于滇西北海拔3000--5000米的雪山草甸，高山灌丛、流石滩，少数种类在滇中、滇东北的亚高山地带。西北祁连山区也有分布。为著名的观赏植物，有些种类可入药治病。	绿绒蒿全世界共有49种，主产于亚洲中南部，以我国最为丰富，有40种分布于藏、滇、川、青、甘、陕、等省，其中云南占17种。	51d181f960354_140_120.jpg
