name	nickname	categorization	alias	PrimeBloomPeriod	description	distributions	image
七星花	蕺叶秋海棠、倒鳞秋海棠	一年生草本花卉	植物界 被子植物门 双子叶植物纲 山茶亚目 秋海棠科 秋海棠属	夏季	七星花，学名蕺叶秋海棠，七星花为多年生草本植物。倒鳞秋海棠中国的特有植物，是秋海棠科，秋海棠属的多年生草本植物，根状茎匍匐，节处着地生根，叶均基生，叶片两侧不相等，轮廓卵形至宽卵形，上面褐绿色，散生直或弯的长毛，下面淡褐绿色，沿脉有短刺毛，花葶近无毛或无毛，花少数，通常白色，稀粉红色，花梗被卷曲疏柔毛；花被片外面2枚宽卵形，花药倒卵形，花梗被卷曲疏柔毛；花被片极不相等，外面的近圆形、宽长圆形或宽卵形，子房呈椭圆体，蒴果下垂，果梗无毛，轮廓倒卵长圆形，种子极多数，6月开花，8月结果。	七星花分布于中国云南。产四川（洪雅、乐山、峨眉山、马边、屏边和雷坡）。模式标本采自四川乐山（嘉定）。分布于贵州。在峨眉山海拔900公尺以下最为常见。	http://pic1.huashichang.com/2016/0616/21/5762a94ff24bc_140_120.jpg
首案红	紫根牡丹、首案红牡丹	一年生草本花卉	植物界 被子植物门 双子叶植物纲 虎耳草目 芍药科 芍药属	夏季	首案红株型高，直立，枝粗硬。花皇冠型，深紫红色。属于高度特异化的花型，花外瓣大而平展，花内雄蕊全部瓣化，形成多层次的大型花朵，是牡丹中的奇品。	中国牡丹资源特别丰富，根据中国牡丹争评国花办公室专组人员调查，中国滇、黔、川、藏、新、青、甘、宁、陕、桂、湘、粤、晋、豫、鲁、闽、皖、赣、苏、浙、沪、冀、内蒙古、京、津、黑、辽、吉、海、南、港、台等地均有牡丹种植。大体分野生种、半野生种及园艺栽培种几种类型。牡丹栽培面积最大最集中的有菏泽、洛阳、彭州、北京、临夏、铜陵县等。通过中原花农冬季赴粤、闽、浙、深圳、海南进行牡丹催花，促使了牡丹在以上几个地区安家落户，使牡丹的栽植遍布了中国各省市自治区。	http://pic1.huashichang.com/2016/0619/07/5765e04b01fb4_140_120.jpeg
七星莲	蔓茎堇菜（静生生物调查所汇报）、茶匙黄	草本花卉	植物界 被子植物门 双子叶植物纲 侧膜胎座目 堇菜科 堇菜属	春季	七星莲为一年生草本，全体被糙毛或白色柔毛，或近无毛，花期生出地上匍匐枝。匍匐枝先端具莲座状叶丛，通常生不定根。	七星莲产浙江、台湾、四川、云南、西藏。七星莲在印度、尼泊尔、菲律宾、马来西亚、日本也有分布。	http://pic1.huashichang.com/2016/0621/20/5769395b94c7d_140_120.jpg
槐树	国槐、槐蕊、豆槐、白槐、细叶槐、金药材、护房树、家槐 、六年香、中槐、土槐、槐树	乔木花卉	植物界 被子植物门 双子叶植物纲 豆目 蝶形花科（豆科）  槐属	夏季	槐树，又名国槐，树型高大，其羽状复叶和刺槐相似。花为淡黄色，可烹调食用，也可作中药或染料。其荚果跟其他豆类植物不同，肉胶质，在种粒之间收缩，形成念珠状，俗称“槐米”，也是一种中药。花期在夏末，和其他树种花期不同，是一种重要的蜜源植物。花和荚果入药，有清凉收敛、止血降压作用；叶和根皮有清热解毒作用，可治疗疮毒；木材供建筑用。种仁含淀粉，可供酿酒或作糊料、饲料。皮、枝叶、花蕾、花及种子均可入药。	槐树原产于中国，又叫中华槐，国槐。国槐在不少国家都有引种，尤其在亚洲；原来在中国北部较为集中，北自辽宁、河北，南至广东、台湾，东自山东，西至甘肃、四川、云南。常见华北平原及黄土高原海拔1000米高地带均能生长。甚至在山区水少的地方都可以成活的很好。为深根性喜阳光树种，适宜于湿润肥沃的土壤。原产我国及朝鲜。我国南北广为栽培，尤以华北及黄土高原生长繁茂；越南、日本，朝鲜也有栽培。在不少国家都有，尤其在亚洲；原来在中国北部较为集中，北自辽宁，南至广东，台湾，东自山东西至甘肃，四川、云南。常见华北平原及黄土高原海拔1000米高地带均能生长。	http://pic1.huashichang.com/2016/0621/23/576957100238f_140_120.jpg
救心菜	费菜、养心菜、土三七、土人参	多年生草本花卉	植物界 被子植物门	夏季	救心菜，根据《植物学》中文名费菜，现代国内中草药书刊介绍学名景天三七、土三七、土人参，实质也指养心菜。它营养丰富，有很高的食用价值和医疗保健功能，内服主治心脑血管疾病；外用止血、消肿。它以其宽厚的叶片、水灵的外观、嫩滑的口感和奇特的功能博得了人们的喜爱。	原产东亚，中国东北、华北、华东各地区有分布。产四川、湖北、江西、安徽、浙江、江苏、青海、宁夏、甘肃、内蒙古、河南、山西、陕西、河北、山东、辽宁、吉林、黑龙江、广东。俄罗斯乌拉尔至蒙古、日本、朝鲜也有。	http://pic1.huashichang.com/2016/0624/10/576c9a4ff0df6_140_120.jpg
花叶球兰		藤本花卉	植物界 被子植物门 双子叶植物纲  萝藦科 球兰属	夏季秋季	花叶球兰是球兰的一个栽培变种，为萝藦科球兰属的多年生常绿藤本，节上有气生根，叶对生，卵状，矩圆形，肉质肥厚，其叶缘上有乳黄和乳白色斑块，嫩叶还会呈现粉红色、黄白色等，十分美丽。	主要分布云南、广西、广东、福建、台湾等地。	http://pic1.huashichang.com/2016/0625/23/576e9da573c3f_140_120.jpg
金星果	星苹果、牛奶果	一年生草本花卉	植物界 被子植物门 双子叶植物纲  山榄科 金叶树属	秋季	金星果果肉质地细滑，具柔和甜味，宜鲜食，可制成蜜饯。其本身没有特殊风味，但与柑橘类尤其是橙类作混合果汁饮料，风味可大大得到改善。除作为果树栽培外，由于其具有伞形树冠和正背面不同颜色的叶片，树形美观，很适于作庭园观赏树或遮荫树。在古巴、牙买加、斯里兰卡、美国夏威夷和佛罗里达等地常作观赏树木。	金星果原产热带美洲或西印度群岛，热带地区多有栽培。20世纪60～70年代从东南亚引入我国海南和广东，台湾、福建、云南等省也有分布。	http://pic1.huashichang.com/2016/0628/00/577156f7db966_140_120.jpg
花葵		一年生草本花卉	植物界 被子植物门  双子叶植物纲 锦葵目 锦葵科 花葵属	夏季秋季	花葵的学名：（Lavatera arborea）为锦葵科花葵属的植物。分布在欧洲及中国北京等地。	花葵原产西班牙、北非。	http://pic1.huashichang.com/2016/0629/01/5772b333192dc_140_120.jpg
飞碟瓜	碟瓜、碟形瓜、齿缘瓜、扁圆西葫芦	藤本花卉	植物界 被子植物门 双子叶植物纲 葫芦目 葫芦科 南瓜属		飞碟瓜又名碟瓜、碟形瓜、齿缘瓜、扁圆西葫芦，为葫芦科南瓜属美洲南瓜的一个变种。其果实既可以观赏，又可以食用，是一种难得的现食兼用园艺植物。飞碟瓜在我国栽培的历史很短。最初它是作为一种名特蔬菜于20世纪90年代从俄罗斯、韩国、美国等地相继引入进行栽培的。	飞碟瓜原产于中南美洲。	http://pic1.huashichang.com/2016/0630/19/57750890de4fc_140_120.jpg
亮叶鸢尾		多年生草本花卉	植物界 被子植物门 百合纲 百合目 鸢尾科 鸢尾属	春季夏季	亮叶鸢尾为常绿多年生草本植物。叶面光滑、亮绿色，花茎扁平叶状。原产于巴西。	亮叶鸢尾原产于巴西。	http://pic1.huashichang.com/2016/0709/14/578092eb8408e_140_120.jpg
一串紫		草本花卉	植物界 被子植物门 双子叶植物纲 唇形目 唇形科 鼠尾草属	春季夏季秋季	"一串紫是原产南欧的多年生植物。	一串紫是直立一年生草本植物，全株具长软毛，株高30～50cm。具长穗状花序，花小，长约12cm，花色繁多，有紫、堇、雪青等色。有多数变种，花色美丽。每一朵小花都紧密挨着，形成一个长串，有些像平常我们所见的狗尾巴草。"	一串紫原产南欧。	http://pic1.huashichang.com/2016/0709/14/578098e8a3ccb_140_120.jpg
花亚麻		草本花卉	植物界 被子植物门 木兰纲 亚麻目 亚麻科 亚麻属	春季秋季	花亚麻是麻的一种，株高40一50cm，茎直立，基部分枝。叶互生、灰绿色，线形或线状披针形。原产北非。	花亚麻原产北非。	http://pic1.huashichang.com/2016/0709/15/5780a3880daf5_140_120.jpg
红亚麻	钟麻、洋麻、槿麻、红麻	一年生草本花卉	植物界 被子植物门 双子叶植物纲 锦葵目  锦葵科 木槿属	夏季	红亚麻（Hibiscus cannabinus），锦葵科木槿属，一年生草本韧皮纤维作物。又名洋麻或槿麻，台湾称钟麻，是20世纪初发展起来的麻纺工业原料。红亚麻的起源有原产印度或热带非洲两种看法。以中国、泰国、印度、前苏联种植较多，次为孟加拉、越南、古巴、巴西、印度尼西亚和伊朗。中国于1928年引种，50年代因炭疽病害而停种，60年代由于推广了抗病品种，生产得以恢复发展。广东、广西、浙江、河南、山东、安徽、江苏、湖南、湖北、江西、四川等省、自治区均有种植。	红亚麻的起源有原产印度或热带非洲两种看法。以中国、泰国、印度、前苏联种植较多，次为孟加拉、越南、古巴、巴西、印度尼西亚和伊朗。中国于1928年引种，50年代因炭疽病害而停种，60年代由于推广了抗病品种，生产得以恢复发展。广东、广西、浙江、河南、山东、安徽、江苏、湖南、湖北、江西、四川等省、自治区均有种植。	http://pic1.huashichang.com/2016/0709/15/5780aa156a8fc_140_120.jpg
长瓣兜兰	斗省草、红兜兰、双花兜兰	草本花卉	植物界 被子植物门 单子叶植物纲 微子目 兰科 兜兰属	夏季秋季	长瓣兜兰（学名：Paphiopedilum concolor）兰科，兜兰属附生植物。叶基生；数枚至多枚，叶片带形、革质。花葶从叶丛中长出，花苞片非叶状；子房顶端常收狭成喙状；花大而艳丽，有种种色泽；中萼直立，花粉粉质或带粘性，退化雄蕊扁平；柱头肥厚，下弯，柱头面有乳突，果实为蒴果。7-9月开花，11月结果。长瓣兜兰姿态美观，花形优雅，为观赏花卉之上品，是中国仅有的几种多花性兜兰之一，属国家一级保护植物，也是育种专家作为杂交育种的优秀亲本之一。	长瓣兜兰产中国广西西南部（靖西）、贵州西南部（兴义）和云南东南部（麻栗坡）。	http://pic1.huashichang.com/2016/0710/17/578214aa1cdb2_140_120.jpg
五色椒	朝天椒、五彩辣椒、观赏椒、佛手椒、观赏辣椒、樱桃椒、珍珠椒	草本花卉	植物界 被子植物门 双子叶植物纲 管状花目 茄科 辣椒属	夏季	五色椒又名朝天椒，五彩辣椒，为辣椒 变种，味涩。属茄科多年生半木质性植物，常作一年生栽培；江苏沭阳一带有不少花农种植，其株高30厘米—60厘米，分枝多、茎直立，单叶互生；花白色，开花期5月初—7月底，果实簇生于枝端。同一株果实有红、黄、紫、白等颜色，有色泽，盆栽观赏很逗人喜爱，也可食用，风味同青椒。 辣椒果色鲜艳，点缀在绿叶中，灵巧可爱。可以单株培植于小盆中或数株合植于稍大的盆中，陈设于客厅、卧室或厨房，装饰效果非常好。全草入药，根茎性温、味甘，能祛风散寒，舒筋活络并有杀虫、止痒功效。植株对空气中的二氧化硫和三氧化硫等有毒气体有一定的吸收和抵抗能力。	五色椒原产美洲热带，现各国广为栽培。	http://pic1.huashichang.com/2016/0717/22/578b902d5bf98_140_120.jpg
接骨木	公道老、扦扦活、马尿骚、大接骨丹	灌木花卉	植物界 被子植物门 双子叶植物纲 川续断目 忍冬科 接骨木属	春季	接骨木属落叶灌木，高达4米。茎无棱，多分枝，灰褐色，无毛。叶对生，单数羽状复叶；小叶卵形、椭圆形或卵状披针形，先端渐尖，基部偏斜阔楔形，边缘有较粗锯齿，两面无毛。圆锥花序顶生，边缘有较粗锯齿，两面无毛。圆锥花序顶生，密集成卵圆形至长椭圆状卵形；花萼钟形，5裂，裂片舌状；花冠辐射状，45裂，裂片倒卵形，淡黄色；雄蕊5枚，着生于花冠上，较花冠短；雌蕊1枚，子房下位，花柱短浆果鲜红色。花期4-5月，果期7-9月。接骨木生于海拔540-1600米的山坡、灌丛、沟边、路旁、宅边等地。产于中国黑龙江、吉林、辽宁、河北、山西、陕西、甘肃；山东、江苏、安徽、浙江、福建、河南、湖北、湖南、广东、广西、四川、贵州及云南等省区。	接骨木在世界范围内分布极广，在中国有土产的中国接骨木，在欧洲也有西洋接骨木，甚至也有了专为园艺观赏用的金叶接骨木。分布于林下，灌丛或平原路旁。生长于海拔1000-1400的松林和桦木林中，山坡岩缝，林缘等处。接骨木产自中国黑龙江、吉林、辽宁、河北、山西、陕西、甘肃；山东、江苏、安徽、浙江、福建、河南、湖北、湖南、广东、广西、四川、贵州及云南等省区。生于海拔540-1600米的山坡、灌丛、沟边、路旁、宅边等地。	http://pic1.huashichang.com/2016/0718/21/578cd5c887f95_140_120.jpg
梓树	梓、楸、花楸、水桐、河楸、臭梧桐、黄花楸、水桐楸、木角豆	草本花卉	植物界 被子植物门 双子叶植物纲 管花目 紫葳科 梓属	夏季	梓树，拉丁学名： Catalpa ovata G. Don. （《Flora of China》）。梓（植物名实图考引本草经），别名：楸（长编），花楸、水桐、河楸（河南经济植物志），臭梧桐（东北植物检索表），黄花楸（云南造林树），水桐楸（湖南衡山），木角豆（杭州药用植物志）。梓树为紫葳科梓属乔木植物，高达15m。树冠倒卵形或椭圆形，树皮褐色或黄灰色。梓树树体端正，冠幅开展，叶大荫浓，春夏黄花满树，秋冬荚果悬挂，是具有一定观赏价值的树种。可作行道树、绿化树种。嫩叶可食；根皮或树皮、果实、木材、树叶均可入药剂；木材亦可作家具。	梓树分布于中国长江流域及以北地区、东北南部、华北、西北、华中、西南。梓树在日本也有分布。	http://pic1.huashichang.com/2016/0719/21/578e2de29e9be_140_120.jpg
美人蕉	大花美人蕉、红艳蕉、兰蕉	多年生草本花卉	植物界 被子植物门 单子叶植物纲 姜目 美人蕉科 美人蕉属	四季	美人蕉（学名：Canna indica L.）：多年生草本植物，高可达1.5米，全株绿色无毛，被蜡质白粉。具块状根茎。地上枝丛生。单叶互生；具鞘状的叶柄；叶片卵状长圆形。总状花序，花单生或对生；萼片3，绿白色，先端带红色；花冠大多红色，外轮退化雄蕊2-3枚，鲜红色；唇瓣披针形，弯曲；蒴果，长卵形，绿色，花、果期3-12月。美人蕉是亚热带和热带常用的观花植物。喜温暖和充足的阳光，不耐寒。对土壤要求不严，在疏松肥沃、排水良好的沙土壤中生长最佳，也适应于肥沃粘质土壤生长。美人蕉为多年生宿根草本植物。原产热带美洲、印度、马来半岛等热带地区。	美人蕉原产美洲、印度、马来半岛等热带地区，分布于印度以及中国大陆的南北各地等地，生长于海拔800米的地区，目前已由人工引种栽培。全国各地均可栽培，但不耐寒，霜冻后花朵及叶片凋零。	http://pic1.huashichang.com/2016/0721/06/578ff792469cc_140_120.jpg
木荷	荷木、木艾树、何树、柯树、木和、回树、木荷柴、横柴	乔木花卉	植物界 被子植物门 双子叶植物纲 侧膜胎座目 山茶科 木荷属	夏季	木荷（拉丁学名：Schima superba Gardn. et Champ.）是山茶科木荷树属大乔木，高25米，嫩枝通常无毛。喜光，幼年稍耐庇荫。其分布于浙江、福建、台湾、江西、湖南、广东、海南、广西、贵州等地。木荷既是一种优良的绿化、用材树种，又是一种较好的耐火、抗火、难燃树种。木荷为中国珍贵的用材树种，树干通直，材质坚韧，结构细致，耐久用，易加工，是纺织工业中制作纱绽、纱管的上等材料；又是桥梁、船舶、车辆、建筑、农具、家具、胶合板等优良用材，树皮、树叶含鞣质，可以提取单宁。木荷是很好的防火林种。 木荷因有大毒不可内服。外用：捣敷患处。用于攻毒，消肿。主疔疮；无名肿毒。	木荷盛产浙江、福建、台湾、江西、湖南、广东、海南、广西、贵州。	http://pic1.huashichang.com/2016/0723/08/5792b4305d03b_140_120.jpg
郁李	寿李、赤李子、爵梅、秩李	灌木花卉	植物界 被子植物门 双子叶植物纲 蔷薇目 蔷薇科 樱属	春季	郁李（学名：Cerasus japonica (Thunb.) Lois.）：灌木，高1-1.5米。小枝灰褐色，嫩枝绿色或绿褐色，无毛。冬芽卵形，无毛。叶片卵形或卵状披针形，上面深绿色，无毛，下面淡绿色，无毛或脉上有稀疏柔毛，侧脉5-8对。花1-3朵，簇生，花叶同开或先叶开放；花瓣白色或粉红色，倒卵状椭圆形；雄蕊约32；花柱与雄蕊近等长，无毛。核果近球形，深红色，直径约1厘米；核表面光滑。花期5月，果期7-8月。2n=16。郁李生于山坡林下、灌丛中或栽培，海拔100-200米。产中国黑龙江、吉林、辽宁、河北、山东、浙江。日本和朝鲜也有分布。郁李的种仁入药，名郁李仁。郁李、郁李仁配剂有显著降压作用。	郁李产中国黑龙江、吉林、辽宁、河北、山东、浙江。郁李在日本和朝鲜也有分布。	http://pic1.huashichang.com/2016/0724/22/5794d79d93eab_140_120.jpg
尖叶杜英	尖叶杜英、长芒杜英	乔木花卉	植物界 被子植物门 双子叶植物纲 锦葵目 杜英科 杜英属	夏季秋季	尖叶杜英是长芒杜英（学名：Elaeocarpus apiculatus Masters .）的习用名，现多称为毛果杜英。杜英科、杜英属乔木，树皮灰色；小枝粗壮，被灰褐色柔毛，有多数圆形的叶柄遗留斑痕，干后皱缩多直条纹。叶聚生于枝顶，革质，倒卵状披针形核果椭圆形，长3-3.5厘米，有褐色茸毛。花期8-9月，果实在冬季成熟。尖叶杜英产于中国云南南部、广东和海南。见于低海拔的山谷。中南半岛及马来西亚也有分布。成年树树干基部的板根十分壮观。开花洁白如贝，芳香。盛夏后硕果累累。是优良的木本花卉、园林风景树和行道树。	尖叶杜英原产海南、云南、广东，中南半岛、马来西亚。其根系发达，萌芽力强，生长快速，喜温暖湿润环境，常生于雨林山地中。产于云南南部、广东和海南。中南半岛及马来西亚也有分布。 尖叶杜英的模式标本采自马来西亚马六甲。Gagnepain曾把越南这个类型的标本定为变种，根据是他误认为马来西亚的原种花序无毛，越南的标本花序有毛。其实按Masters在《印度植物志》的记载，花序是被有短毛的；我国的标本花序上也是有毛的，故予以合并。	http://pic1.huashichang.com/2016/0725/21/57961975d53b1_140_120.jpg
花毛茛.	芹菜花、波斯毛茛、陆莲花、波斯毛莨	多年生草本花卉	植物界 被子植物门 双子叶植物纲 毛茛目 毛茛科 花毛茛属	春季	花毛茛（学名：Ranunculus asiaticus）又称芹菜花、波斯毛茛，昆明地区俗称“洋牡丹”，是毛茛科花毛茛属多年生宿根草本花卉。花毛茛原产于地中海沿岸，法国、以色列等欧洲国家已广泛种植，目前世界各国均有栽培。中国自20世纪90年代末开始对切花品种引种栽培，较适宜冬春季促成栽培，其花色鲜艳丰富，花瓣五至数十枚，花径6～9cm，花有红、白、橙等色，并有单瓣及重瓣之分。深受消费者喜爱，种植面积在逐年增加。	花毛茛原产于地中海沿岸，法国、以色列等欧洲国家已广泛种植，目前世界各国均有栽培。我国自20世纪90年代末开始对切花品种引种栽培，较适宜昆明地区冬春季促成栽培，其花色鲜艳丰富，产量高，深受消费者喜爱，种植面积在逐年增加。	http://pic1.huashichang.com/2016/0726/00/57963ad960d16_140_120.jpg
大花金鸡菊	剑叶波斯菊、狭叶金鸡菊、剑叶金鸡菊、大花波斯菊	多年生草本花卉	植物界 被子植物门 双子叶植物纲 桔梗目 科菊科 金鸡菊属	春季夏季秋季	大花金鸡菊（Coreopsis grandiflora Hogg.），别名剑叶波斯菊 、狭叶金鸡菊、剑叶金鸡菊、大花波斯菊，为多年生草本，高20~100厘米。其原产美洲，中国广泛栽培，对土壤要求不严，喜肥沃、湿润排水良好的砂质壤土。大花金鸡菊生态效用较大，枝叶美丽，有良好的观赏价值；花富含蜜源，并可提取色素。	大花金鸡菊原产美洲的观赏植物，在中国各地常栽培，有时归化逸为野生。	http://pic1.huashichang.com/2016/0726/20/57975756d39ab_140_120.jpg
多肉白檀	小仙人鞭、金牛掌、葫芦拳	多肉多浆植物	植物界 被子植物门 双子叶植物纲 仙人掌 仙人掌科 白檀属	春季夏季	多肉白檀是多年生肉质草本，茎细筒状，淡绿色。具有6-9个棱。刺毛白色。花侧生，鲜红色漏斗状。栽培的品种有山吹。	多肉白檀原产地：阿根廷西部山坡。	http://pic1.huashichang.com/2016/0726/22/57976e814108b_140_120.jpg
美丽月见草	粉花月见草、待霄草、粉晚樱草	多年生草本花卉	植物界 被子植物门 双子叶植物纲 桃金娘目 柳叶菜科 月见草属	春季夏季秋季	美丽月见草，别名：待霄草、粉晚樱草、粉花月见草，拉丁文名：Oenothera speciosa，英文名：evening primrose（晚樱草），是月见草的一种，柳叶菜科、月见草属多年生草本，具粗大主根（粗达1.5厘米）；茎常丛生，因它在傍晚见月开花，且天亮即调谢，故名月见草，但美丽月见草白天也会开放，花朵如杯盏状，引来粉蝶翩翩飞舞，甚为美丽。丛生状种植，营造出别样的自然园林风情。	美丽月见草原产美国得克萨斯州南部至墨西哥，在美国西南部、中美洲及南美洲暖温带中山地带也有发现。欧亚大陆（如亚洲喜马拉雅地区、印度、尼泊尔、缅甸等）、南非等有栽培，并逸为野生。我国浙江、江西（庐山）、云南（昆明）、贵州逸为野生。产地分布华南地区：原产美洲温带，中国有引种。另种待宵草（O. odorata）原产南美智利、阿根廷，在中国黑龙江、吉林、辽宁等省已成为野生。湖北分布建始，神农架，房县，江陵，蒲圻，鄂州，黄石；国内分布：中亚热带常绿、落叶阔叶林区(主要城市：武汉、沙市、黄石、宜昌、南昌、景德镇、九江、吉安、井冈山、赣州、上海、长沙、株洲、岳阳、怀化、吉首、常德、湘潭、衡阳、邵阳、桂林、温州、金华、宁波、重庆、成都、都江堰、绵阳、内江、乐山、自贡、攀枝花、贵阳、遵义、六盘水、安顺、昆明、大理)。国外分布南美洲。	http://pic1.huashichang.com/2016/0727/21/5798bafe45d18_140_120.jpg
香花指甲兰		根茎花卉	植物界 被子植物门 单子叶植物纲 微子目 兰科 指甲兰属	春季	香花指甲兰（学名：Aerides odorata Lour.）：茎粗壮。叶厚革质，宽带状，长15-20厘米，宽2.5-4.6厘米，先端钝并且不等侧2裂，基部具关节和鞘。总状花序下垂，近等长或长于叶，密生许多花；花大，开展，直径约3厘米，芳香，白色带粉红色；花瓣近椭圆形，比中萼片稍小，先端钝，基部收狭；唇瓣着生于蕊柱足末端，3裂。花期5月。香花指甲兰生于山地林中树干上。产中国广东、云南西部（盈江）。广布于热带喜马拉雅至东南亚。此花有栽培，具有较高的园艺价值。	香花指甲兰生于山地林中树干上。香花指甲兰产中国广东、云南西部（盈江）。广布于热带喜马拉雅至东南亚。香花指甲兰的模式标本采自中国广东。	http://pic1.huashichang.com/2016/0728/23/579a1ffe88a39_140_120.jpg
三星果藤	星果藤	藤本花卉	植物界 被子植物门 双子叶植物纲 牻牛儿苗目 黄褥花科 三星果藤属	四季	三星果藤，常绿蔓性灌木。茎上具有显著皮孔，大多无毛，以柔软的茎部缠绕攀爬，开花于枝端。长卵形叶片对生；花序顶生，花柱细长，花冠五瓣，鲜黄色；黄色的花为总状花序成串开放。花期4~5月或全年，果期5～7月或全年。本种已沦为稀有木质藤本。三星果藤耐旱、抗风、嗜阳光，是理想的藤架植栽，适合滨海蔓篱、荫棚。	三星果藤原产于菲律宾、马来西亚、太平洋诸岛亦有分布，台湾产於恒春半岛、兰屿海岸林边。	http://pic1.huashichang.com/2016/0728/23/579a27e74fa53_140_120.jpg
桂南木莲	万山木莲、仁昌木莲、南方木莲	乔木花卉	植物界 被子植物门 双子叶植物纲 木兰目 木兰科 木莲属	春季夏季	桂南木莲（学名：Manglietia chingii Dandy）：常绿乔木，高可达20米，树皮灰色，光滑、芽、嫩枝有红褐色短毛。叶革质，倒披针形或狭倒卵状椭圆形，上面无毛，深绿色有光泽，下面灰绿色，嫩叶被微硬毛或具白粉；侧脉每边12-14条。花蕾卵圆形，花梗细长，向下弯垂，长4-7厘米，仅花被下有1环苞片痕；花被片9-11片，每轮3片，外轮3片常绿色，质较薄，椭圆形。聚合果卵圆形，长4-5厘米；蓇葖具疣点凸起，顶端具短喙；种子内种皮具突起点。花期5-6月，果期9-10月。桂南木莲的用途与木莲相似，供建筑、家具、细木工用，也作庭园观赏树种。广西用其皮作厚朴，称野厚朴。生于海拔700-1 300米的砂页岩山地，山谷潮湿处。产于中国广东北部和西南部、云南、广西、贵州。越南北部永富省也有分布。	桂南木莲生于海拔700-1 300米的砂页岩山地，山谷潮湿处。桂南木莲产于中国广东北部和西南部、云南（富宁、屏边）、广西中部和东部、贵州东南部，越南北部永富省也有分布。桂南木莲的模式标本采自广西十万大山。	http://pic1.huashichang.com/2016/0729/20/579b4ad2573b0_140_120.jpg
三七	田七、金不换、铜皮铁骨、人参三七、盘龙七、参三七、土三七、血山草、六月淋、蝎子草	多年生草本花卉	植物界 被子植物门 双子叶植物纲  伞形目 五加科 人参属	夏季	三七（学名：Panax notoginseng (Burkill) F. H. Chen ex C. H.）：五加科人参属多年生直立草本植物，高可达60厘米。主根肉质，呈纺锤形。茎暗绿色，指状复叶，轮生茎顶；叶柄具条纹，叶片膜质，伞形花序单生于茎顶，有花100朵左右；总花梗有条纹，苞片多数簇生于花梗基部，卵状披针形；花梗纤细，小苞片多数，花小，淡黄绿色；花萼杯形，稍扁，花丝与花瓣等长；子房下位，果扁球状肾形，种子白色，三角状卵形，7-8月开花，8-10月结果。三七主要分布于云南、广西、江西、四川等地。三七是以其根部入药，其性温，味辛，具有显著的活血化瘀、消肿定痛功效，有“金不换”、“南国神草”之美誉。因常同为人参属植物，而它的有效活性物质又高于和多于人参，因此又被现代中药药物学家称为“参中之王”。清朝药学著作《本草纲目拾遗》中记载：“人参补气第一，三七补血第一，味同而功亦等，故称人参三七，为中药中之最珍贵者。”扬名中外的中成药“云南白药”和“片仔癀”，即以三七为主要原料制成。主治咯血，吐血，衄血，便血，崩漏，外伤出血，胸腹刺痛，跌扑肿痛。	三七产中国云南东南部（砚山、西畴、文山），生于海拔1200-1800米地带。在广西西南部亦有栽培。	http://pic1.huashichang.com/2016/0729/22/579b69c7970cd_140_120.jpg
尸香魔芋	尸花、泰坦魔芋花	地衣植物	植物界 被子植物门 单子叶植物纲 天南星目 天南星科 界 植物界 科天南星科 属魔芋属		泰坦魔芋花(TitanArum)，又称为“尸花”，它还有更形象的一个名字“尸臭魔芋”。此花生长于苏门答腊群岛，花龄为150年左右，成花预计可以高达1.8米左右，是世界上体型最大的花。它有着类似马铃薯一样的根茎。等到花冠展开后，呈红紫色的花朵将持续开放几天的时间，散发出的尸臭味也会急剧增加。当花朵凋落后，这株植物就又一次进入了休眠期。而它散发出的像臭袜子或是腐烂尸体的味道，是想吸引苍蝇和以吃腐肉为生的甲虫前来授粉。它非常艳丽，然而这种美得出奇的花朵确实是生长在我们这个星球上的，现在依然还有存在于世界之中。	尸香魔芋在亚洲热带雨林有分布。	http://pic1.huashichang.com/2016/0730/19/579c958c9fdc1_140_120.jpg
金焰绣线菊		灌木花卉	植物界 被子植物门 双子叶植物纲 蔷薇目 蔷薇科 绣线菊属	夏季秋季	金焰绣线菊（Spiraea x bumalda cv.Gold Flame），栽培种，为落叶灌木，芽小，芽鳞2-8。单叶互生，具锯齿、缺刻或分裂，稀全缘，羽状脉，或基部具3-5出脉，叶柄短，无托叶。花两性，稀杂性；花序伞形、伞形总状、伞房状或圆锥状；萼筒钟状，萼片5，花瓣5，常圆形；雄蕊15-60，着生在花盘外缘；心皮5（3-8），离生。瞢荚果5，常沿腹缝开裂。种子数粒、细小；胚乳量或无。其叶色有丰富的季相变化，有较高的观赏价值。	金焰绣线菊原产美国，北京植物园1990年4月从美国明尼苏达州的贝蕾苗圃引种，经引种驯化，能很好地适应北京地区生长，现中国各地均有种植。	http://pic1.huashichang.com/2016/0730/23/579cc86010f2e_140_120.jpg
